symmetry_error,face_aspect_ratio,midface_length_ratio,lowerface_length_ratio,jaw_width_ratio,jaw_angle_sharpness,chin_length_ratio,chin_width_ratio,cheekbone_width_ratio,lower_cheek_ratio,eye_openness_ratio,eye_size_ratio,eye_spacing_ratio,eye_tilt_deg,brow_height_ratio,brow_tilt_deg,nose_width_ratio,nose_length_ratio,nose_tip_deviation_ratio,mouth_width_ratio,mouth_corner_tilt_deg,lip_thickness_ratio,upper_lip_ratio,philtrum_ratio
0.007035779456297557,0.9534059647680582,0.1926395630414067,0.46452528629993795,0.7928214596294572,97.66343368769111,0.4645244864584353,0.3044026203784364,0.982198004917687,0.8852114153561722,0.3799270070791922,0.1931238802133456,1.3632362187344278,-0.6386735861685181,0.18330482004609538,-0.6390510318380569,0.2100875446569088,0.16555974800166057,0.006107925960923546,0.3319869251115965,-1.0575018337708062,0.003245163221132359,0.04475507407949176,0.07722016366043492
0.07527950902779897,0.8582864589755405,0.13849060782265024,0.5404699982477886,0.8103021767246739,104.13357455866411,0.5404690787863912,0.33763851878137635,0.9875063570033266,0.8982311445856606,0.15365032130641948,0.17601020229742198,1.5474882792405649,-3.0716155969952106,0.17682560886896437,-3.049923011601752,0.23746278474103497,0.14459361168887216,0.146339973184062,0.4362586791300372,-1.1861841102506903,0.09908941160940796,0.04221816412427776,0.05648561334380577
0.1404277483622233,0.7744400529908586,0.27667237893505336,0.3776923049223002,0.7978560327002732,115.84566700113866,0.377691671083097,0.2995949194516623,0.9899020543307898,0.8892222874479186,0.45947964244961403,0.18131005941570574,1.60928826766134,-2.8590480285291595,0.1425416795416888,-5.505560773916276,0.2270761430590596,0.20871337322985364,0.24897394831776362,0.3500723757977192,1.6581757177507552,0.00020115606667721824,0.031060829220089216,0.08733072851962732
0.0868796855211258,0.9747261807693712,0.19345085249053803,0.5278115657186436,0.8236470005064207,100.81395208910796,0.5278106676733499,0.34043138342258206,0.9927143462400053,0.9113374185524694,0.31710294745200546,0.19240164214918948,1.1382297373570773,-0.09085130442456013,0.13806180441876148,0.3273721943923645,0.20155002072038694,0.16589513027710506,0.12898639445888047,0.3498822532669074,-2.092457192237482,0.005689548273845564,0.04437310411041687,0.10048213752311994
0.05708510677019755,0.7826374322434032,0.23879875402173636,0.4361763837853431,0.7892037362517857,113.85329211195166,0.4361756459291971,0.3061747990082457,0.9847711349292952,0.8774596500526376,0.3689190922748121,0.19665807731805157,1.3184099622129284,-2.530320127435991,0.14728768714933504,-4.07802227596697,0.2159143159975877,0.18736600303962553,0.09761528173402721,0.40014157544912426,-2.960969168371872,0.036686986074500993,0.026414921435284587,0.07197821432697048
0.2620351314544678,0.73093304599716,0.28380504832103426,0.38140557186051605,0.8511863765452299,124.21264737596405,0.3814049614225028,0.33011818732700227,1.011906225426551,0.9420484613615974,0.5407436493873647,0.17969437034863733,1.2192416593725264,-3.8688902106791594,0.13540843360511606,-4.993602251661108,0.21897876690713472,0.2095730310388891,0.4522614210114343,0.35708862383486717,-1.7796295049496855,0.03413399456203893,0.04092076251536761,0.07813553706471764
0.08632409572601318,0.8036489351953517,0.2125709567060898,0.4802116854426064,0.7855743945011567,112.10177025027843,0.4802108540437042,0.32655860786178953,0.9850279750995428,0.8819298147266346,0.4823047814843659,0.18464211318050885,1.28000472552325,-2.3666860459501686,0.1847305008099225,-2.792010506628041,0.23034711501513447,0.17523606571688977,0.16292827002571317,0.3752276107460586,-0.45924840729294614,0.10781355425698055,0.04050752391811885,0.07460103476489821
0.10870407025019328,0.8038700262506046,0.25173594562439083,0.4136043045190148,0.7254686370728093,113.4779959948075,0.4136036104591219,0.2872459284245202,0.9645303285245237,0.823929931520278,0.4564539769212423,0.19305595544298707,1.2896077976904463,-0.704783203313506,0.12733247185430246,-2.727670597001507,0.2077262285205495,0.19797017913324494,0.17925760366780172,0.3519356577044324,0.23996021737869924,0.007442176418765278,0.03383565777112024,0.07168499697938727
0.007112945119539897,0.862440930033057,0.1739977210147339,0.5086303162970248,0.8206846839966502,101.80466221282855,0.5086294398114962,0.3142575064926417,1.0025043539116514,0.9150098031587232,0.31777617376917294,0.20106967672460763,1.1709047767547636,-0.9892945820217778,0.14507948161098824,-2.3487986283963194,0.21874276869260584,0.1610115724135551,0.010559072178456584,0.38600017697536243,1.5162990563295575,0.003025597318350891,0.04867737951299165,0.07580292459894467
0.08982813606659572,0.8860077478365993,0.23085531801715195,0.4223330858852018,0.780117254691835,105.85103663344148,0.4223323621748705,0.29304468709976883,0.9828380178656256,0.8770352247385017,0.27173010302150297,0.20448133280904107,1.1677872232170354,1.2541242062320963,0.15174982606388637,1.973030678315252,0.22032189331759072,0.19680319263244636,0.15717797532012406,0.45331513412048646,-0.22425563812320895,0.06422360893226206,0.020757487408044503,0.0736598785623754
