symmetry_error,face_aspect_ratio,midface_length_ratio,lowerface_length_ratio,jaw_width_ratio,jaw_angle_sharpness,chin_length_ratio,chin_width_ratio,cheekbone_width_ratio,lower_cheek_ratio,eye_openness_ratio,eye_size_ratio,eye_spacing_ratio,eye_tilt_deg,brow_height_ratio,brow_tilt_deg,nose_width_ratio,nose_length_ratio,nose_tip_deviation_ratio,mouth_width_ratio,mouth_corner_tilt_deg,lip_thickness_ratio,upper_lip_ratio,philtrum_ratio,jawOpen,mouthSmileLeft,mouthSmileRight,mouthPucker,mouthPressLeft,mouthPressRight,mouthFunnel,browInnerUp,browDownLeft,browDownRight,browOuterUpLeft,browOuterUpRight,eyeBlinkLeft,eyeBlinkRight,eyeSquintLeft,eyeSquintRight,race,gender,yaw,pitch,roll
0.004593799511591594,0.9537764231967182,0.19202399948636603,0.463955356441606,0.7921263362728651,97.59568117061323,0.46395455938059826,0.30362796936796815,0.9824910695448825,0.8848793252901935,0.37655404741064674,0.1923697081789158,1.3619774585717994,0.12127714469307566,0.18413127104134408,0.11854205391455981,0.20976811147329005,0.16697743092693013,0.00658813541597574,0.3309942515290731,-0.1473569838273925,0.0029227730381895895,0.04516266034000115,0.07560739256294077,0.0001663863513385877,0.003028819803148508,0.003175357822328806,0.06187868490815163,0.030125385150313377,0.03126605972647667,0.0013536332407966256,0.37254005670547485,0.0005126919131726027,0.0004878103791270405,0.5374114513397217,0.40182557702064514,0.032158926129341125,0.019028156995773315,0.07001575827598572,0.04683566465973854,East Asian,Male,-0.19258507556466473,1.317072081570367,0.7550914448215994
0.10970553755760193,0.7610771881006686,0.19182011981678881,0.5002433719300601,0.810257178234036,114.31166224611178,0.5002425348226772,0.33418294571218315,0.9900853845163619,0.8989879600861465,0.34955060411383587,0.2122078778697824,1.2152164565492782,0.3659844836084005,0.13270690065624272,1.95846350362309,0.23198095568352592,0.16645300971782123,0.2182181146561209,0.3458909760192535,-0.625919908488199,0.022756434291063703,0.04212411961197203,0.09655296377738681,0.015597653575241566,0.00030150037491694093,0.00034402584424242377,0.05641186982393265,0.008936379104852676,0.033243197947740555,0.005026041064411402,0.00018716709746513516,0.21650534868240356,0.21029749512672424,0.013280478306114674,0.014850173145532608,0.07916569709777832,0.04244854301214218,0.4293302893638611,0.2017873376607895,White,Male,13.459246446465778,0.4306444113355597,-2.875055632121933
0.1265073617299398,0.8422355017302012,0.20686805100205605,0.48801333378669925,0.8225839054839928,110.90696239551043,0.4880125101337047,0.3126338212819377,1.0022104301849972,0.9155951222989945,0.3887588049929702,0.1838768676370994,1.4324083365176297,1.134149170671794,0.13511009178736424,-0.7923568786198679,0.22383038648098888,0.13418079813594178,0.23542834570176713,0.43734226088452155,1.3729062404615755,0.011188595890866038,0.031225221964301705,0.10289230256638122,0.000518253305926919,0.8863018751144409,0.8481893539428711,0.004334441851824522,0.10979042947292328,0.04492912441492081,0.000647756562102586,0.2495269775390625,0.005964895710349083,0.005387482699006796,0.4132795035839081,0.3123875856399536,0.08538327366113663,0.015497383661568165,0.1409844160079956,0.2744998037815094,Latino_Hispanic,Female,-13.53823647603737,2.683062041319864,3.3239957262351103
0.16165576378504434,0.8030042753148712,0.26923694295728534,0.414965046412202,0.787936038332305,118.17262917303016,0.4149643760402333,0.3206112184911475,0.9910215380338055,0.8912113217267457,0.20885706168240636,0.18687523682872548,1.3144059620004525,3.5747713588174808,0.13366524067609534,3.8451259509269304,0.23079437450835555,0.21704131841466703,0.3052973343230989,0.47336501242301565,-2.5415915224174537,0.06668931567412723,0.02787223355173875,0.05256067463103345,0.010071924887597561,0.9379360675811768,0.7898191213607788,0.005983979441225529,0.07833438366651535,0.018404819071292877,0.017303168773651123,0.04604548588395119,0.24762408435344696,0.010288117453455925,0.0038713470567017794,0.18949374556541443,0.6510664224624634,0.19889827072620392,0.37475666403770447,0.6235556602478027,Southeast Asian,Male,-18.60163781957667,17.411903101213387,8.34372266512871
0.0837795337041219,0.8500888296205019,0.16823218416618504,0.5279817631277312,0.8258653050399626,107.08648704595666,0.5279808613374302,0.34330523024588977,0.9941713150277146,0.9141536223325003,0.2086194807586342,0.19727853192480801,1.2100472587210096,1.7774149916719586,0.10595175483416928,2.2689372057896526,0.20808629830259134,0.159905571634464,0.15680385213189568,0.3819558671595731,0.3587692951421788,0.05550195111930388,0.03649433263628035,0.08374835164942467,0.020012006163597107,0.20481595396995544,0.20173177123069763,0.0010639566462486982,0.08178368955850601,0.1181158497929573,0.007526913657784462,2.2211439500097185e-05,0.8814117908477783,0.8351547718048096,8.872655598679557e-05,0.00011132223880849779,0.3306257426738739,0.12591338157653809,0.7335324287414551,0.6618591547012329,Latino_Hispanic,Male,10.65621800951921,-2.195837475649967,-1.0622982157342264
0.040047804514567055,0.865127601518354,0.1426101483392441,0.5435532108820005,0.8145062323562807,103.28668243051528,0.5435522786458891,0.35447171529696475,0.9865995071867784,0.8999592454376472,0.31700549782056936,0.20179969116702964,1.3537163801850733,-0.22234896200225157,0.17806117216393796,-0.17046072758095804,0.23362984969443426,0.141924641071533,0.0750990466952795,0.40784849436246307,-0.19129885210917252,0.05805265190983347,0.03893974190492041,0.08664165242589096,0.001628649770282209,0.3239815831184387,0.23116330802440643,0.017025411128997803,0.07999128103256226,0.04595973715186119,0.011610141955316067,0.20250600576400757,0.0017799080815166235,0.0010547739220783114,0.43244168162345886,0.4154277443885803,0.0941632017493248,0.06500671058893204,0.13425520062446594,0.09778013825416565,Black,Male,-5.0227856562894555,-6.139407790709276,1.367537766654681
0.00876811146736145,0.9041828390691522,0.11200034416650546,0.5682618191509244,0.7806685989276458,99.08640334141482,0.5682608449149819,0.3578445816770817,0.9748378326470375,0.8607845326222022,0.3063961733895456,0.18172942694741973,1.5511564121462047,-0.8447796770137368,0.19117486699752456,-0.5347436909536077,0.21852791632921947,0.12198095567721964,0.02485326364815329,0.33092254013144673,-1.2939167074499784,0.06843465366937733,0.04644199949627256,0.0916004660348836,0.0723266527056694,9.715440683066845e-05,6.452141678892076e-05,0.14608027040958405,0.012543527409434319,0.009187857620418072,0.029895702376961708,0.7076061964035034,0.0001772827235981822,0.0001302549644606188,0.4335266649723053,0.3302774727344513,0.15038755536079407,0.1431790292263031,0.24148336052894592,0.11981958150863647,East Asian,Male,-1.2254122799335543,-12.920095494270871,0.34128169220430976
0.22842409710089365,0.6970514272403927,0.07564601393807605,0.6089001710716728,0.8243016278914076,130.12521527190012,0.6088991274136932,0.31040486069733886,1.0086737585108014,0.925709714671328,0.4648451676951211,0.11211714662803232,2.2943935809174,1.5399439941616748,0.15546925094296765,0.4282334917947677,0.18765569706336488,0.16445522432660642,0.6439032114573309,0.37330126506955574,1.773855765181143,0.14916096189319217,0.04666308377744686,0.07904470199865869,0.03043970838189125,0.5365195274353027,0.31866374611854553,0.001258005970157683,0.059882912784814835,0.006387431174516678,0.0042356280609965324,0.620929479598999,0.004096661228686571,0.0010889212135225534,0.12808391451835632,0.4280204772949219,0.2609442472457886,0.12993234395980835,0.36377713084220886,0.3473677337169647,Southeast Asian,Male,-33.17608947383752,-25.840718609354084,1.1788090032415186
0.07070455451806386,0.8602155164565041,0.13713582171434757,0.5417316574039289,0.8104427903288455,103.83247865877775,0.5417307328357549,0.3374742051799298,0.9874951006058679,0.8980672642052879,0.13198587015745689,0.17715669849485538,1.5405096357105796,-1.3071862268256953,0.1774206205984372,-1.2631447479761153,0.23488224106272715,0.1443269050106269,0.14581403169445867,0.43591909822589076,0.5630208170680425,0.09799675998855271,0.043077973627878484,0.05676345646932675,0.008109410293400288,0.7049027681350708,0.6713398694992065,0.040074702352285385,0.02687183953821659,0.030204953625798225,0.018783943727612495,0.408670574426651,0.003254147246479988,0.0031626669224351645,0.11895352602005005,0.14460846781730652,0.4451790452003479,0.5003381967544556,0.6242595911026001,0.34920498728752136,Southeast Asian,Male,-9.02818859391759,-9.875888842267496,1.6425718322709728
0.060176687935988106,0.9208479931963365,0.1844840540135823,0.5083467815788528,0.7918044265165768,102.82940643317163,0.5083459284571565,0.3320803138990978,0.9878964411725079,0.8831139038082962,0.33796317800228476,0.171630305809876,1.5366351949109318,0.08812233923158157,0.18109892346991277,0.008360155559785549,0.21440606496831796,0.16548954297838533,0.09784075414518591,0.32245382663998895,1.167823334100918,0.0010020022261944266,0.04378127728360554,0.10905751917741094,0.019276296719908714,3.1775673505762825e-06,2.7054074962507e-06,0.3770374059677124,0.008854261599481106,0.014764833264052868,0.0010093578603118658,0.8078702688217163,0.0002585425099823624,0.00013008118548896164,0.40579965710639954,0.45012083649635315,0.1006104126572609,0.07541486620903015,0.5187742710113525,0.34907469153404236,East Asian,Female,-6.223872540364258,-5.152271747695712,-0.05347624950330269
